fips,county,certified,certification_date,certification_deadline,meeting_date,meeting_time,broadcast_available,broadcast_platform,broadcast_url,broadcast_meeting_id,in_person_only,broadcast_notes,broadcast_source,ballots_cast,registered_voters,turnout_pct,notes,source_url
13299,Ware,No,,2026-05-25,2026-05-22,5:00 PM,Unknown,Facebook Live,[Facebook Page](https://www.facebook.com/WareCountyBoardofElectionsAndRegistration/),,No,"While regular monthly meetings held in the Commission Chambers are broadcast live on Facebook, certification meetings are typically held at the Board of Elections office and may not be streamed.","[Ware County Board of Elections Meeting Dates](https://wareelections.com/board-meeting-dates/), [Ware County Board of Elections Facebook](https://www.facebook.com/WareCountyBoardofElectionsAndRegistration/)",778 (Early Voting as of May 6),"22,990 (estimated)",3.8% (Early Voting as of May 6),"Certification meeting scheduled for May 22, 2026 at 5:00 PM per county board policy. Results currently unofficial. Timothy Lucas (District 3) declared ineligible.","[Ware County Board Meeting Dates](https://wareelections.com/board-meeting-dates/), [News4Jax Election Results](https://www.news4jax.com/vote-2026/2026/05/14/camden-ware-county-election-results-2026-georgia-primary/)"
13301,Warren,No,,2026-05-25,2026-06-02,,Unknown,,,,No,The Warren County Board of Elections website lists in-person meetings at 48 Warren Street but provides no livestream link or remote access information for the May 2026 certification.,"[Warren County, GA Elections](https://www.warrencountyga.com/elections.html)",,,,"No certification notice or results found on county site as of May 21. Board of Elections meetings are usually held on Tuesdays; the next scheduled meeting is June 2, 2026.",[County Elections Page](https://www.warrencountyga.com/elections.html)
13303,Washington,No,,2026-05-25,,,,,,,,,,,,,"As of May 21, 2026, no official announcement of certification for the May 19 primary was found on the county website. Results remain unofficial until certification.","[Board of Elections & Registration | Washington County, GA](https://www.washingtoncountyga.gov/203/Board-of-Elections-Registration), [Agendas & Minutes](https://www.washingtoncountyga.gov/AgendaCenter)"
13305,Wayne,No,,2026-05-25,,,,,,,,,,,,,"No certification notice or results found on county site as of May 21, 2026. Unofficial results are pending.",[County Elections](https://www.waynecountyga.us/department/index.php?structureid=23)
13307,Webster,No,,2026-05-25,,,,,,,,,,Unknown,Unknown,Unknown,"As of May 21, 2026, no official certification announcement found. Georgia's statutory deadline is May 25, 2026. Results on the county site appear outdated (last updated for 2024).",[Webster County Board of Elections](https://webstercountyga.org/boelections/)
13309,Wheeler,No,,2026-05-25,,,,,,,,,,982,"3,462",28.37%,"Results on SOS site are listed as 'UNOFFICIAL' as of May 21, 2026. Board typically meets the Friday or Monday following election. No specific certification meeting notice found.",[County Elections](https://results.sos.ga.gov/results/public/wheeler-county-ga/elections/GeneralPrimary51926)
13311,White,No,,2026-05-25,2026-05-26,10:00 AM,No,,,,Yes,Public notice for the May 26 certification meeting specifies the in-person location and encourages attendance but provides no livestream or remote access information. Past meetings show no video.,"[Public Notice](https://www.whitecountyga.gov/media/27746), [Certification Event Page](https://www.whitecountyga.gov/elections-and-registration/page/certification-may-19-2026-primary)","6,938","22,378",31.00%,"Certification meeting scheduled for Tuesday, May 26, 2026, at 10:00 a.m. Results currently unofficial.","[County Elections](https://www.whitecountyga.gov/elections-and-registration/page/2026-results-turnout), [Certification Notice](https://www.whitecountyga.gov/elections-and-registration/page/certification-may-19-2026-primary)"
13313,Whitfield,No,,2026-05-25,,,,,,,,,,"12,614","59,972",21.03%,"Results posted on May 19, 2026, are explicitly marked 'Unofficial and Incomplete.' No certification notice found as of May 21.","[County Elections](https://www.whitfieldcountyga.com/government/departments/elections.php), [Unofficial Results Report](https://cms1files.revize.com/whitfield/20260519%20Election%20Summary%20Report%20Unofficial%20and%20Incomplete.pdf?t=202605192135590&t=202605192135590)"
13315,Wilcox,No,,2026-05-25,,,,,,,,,,,,,"As of May 21, 2026, no certification notice or official results were found on the county website. Results remain unofficial/pending.","[County Elections Page](https://wilcoxcounty.live-website.com/elections), [Board of Elections](https://wilcoxcounty.live-website.com/board-of-elections)"
13317,Wilkes,No,,2026-05-25,,,,,,,,,,,,,"No certification notice found on county website as of May 21, 2026. The statutory deadline is May 25, 2026. Unofficial results are pending or not yet certified.","[Wilkes County Board of Elections](https://www.wilkescountyga.org/boe), [Wilkes County Current Information](https://www.wilkescountyga.org/boe/page/current-information-0)"
13319,Wilkinson,No,,2026-05-25,,,,,,,,,,,,,"The county's schedule states that certification is due on May 26, 2026. As of May 21, results remain pending. A runoff notice was posted on May 21, implying primary tabulation is nearly complete.",[County Elections Page](https://www.wilkinsoncounty.net/elections-and-registrations-2/)
13321,Worth,No,,2026-05-25,2026-05-22,9:00 AM,No,,,,Yes,"The official notice for the May 19, 2026 General Primary certification and meetings states that all events are open to the public at the Election's office, with no mention of a livestream or remote access option.",[Worth County Official Notice To Voters](https://www.worthcountyboc.com/elections/page/official-notice-voters),,"14,481",,"Pre-certification meeting scheduled for May 22, 2026, at 9:00 AM. Results are currently pending official certification.",[Worth County Elections](https://www.worthcountyboc.com/elections/page/official-notice-voters)
